Bandit,Reward,Algorithm
3.0,1.7745135259290379,EpsilonGreedy
3.0,4.230030861009632,EpsilonGreedy
3.0,3.722671972200593,EpsilonGreedy
3.0,5.183264868711168,EpsilonGreedy
3.0,5.532614038666816,EpsilonGreedy
3.0,2.5085973739348537,EpsilonGreedy
3.0,5.676891438879913,EpsilonGreedy
3.0,3.8555888471424473,EpsilonGreedy
3.0,3.6937648017195563,EpsilonGreedy
3.0,3.4270161899101717,EpsilonGreedy
3.0,2.9140863761857867,EpsilonGreedy
3.0,2.866531089652642,EpsilonGreedy
3.0,2.7288998128946993,EpsilonGreedy
3.0,3.783051496671017,EpsilonGreedy
3.0,4.026035125105149,EpsilonGreedy
3.0,3.610965824887247,EpsilonGreedy
3.0,3.287548154530052,EpsilonGreedy
3.0,3.5114547004057735,EpsilonGreedy
3.0,3.307518654031276,EpsilonGreedy
3.0,5.220713993846159,EpsilonGreedy
3.0,3.0466058746396376,EpsilonGreedy
3.0,3.179451275533182,EpsilonGreedy
3.0,3.023444931851112,EpsilonGreedy
3.0,5.531475114597115,EpsilonGreedy
3.0,5.9847308567087,EpsilonGreedy
3.0,4.1122569599567305,EpsilonGreedy
3.0,5.651904277796453,EpsilonGreedy
3.0,3.3979420198766723,EpsilonGreedy
3.0,2.277502011360527,EpsilonGreedy
3.0,3.6248000838127887,EpsilonGreedy
3.0,3.8623800883304558,EpsilonGreedy
3.0,4.9217999242191315,EpsilonGreedy
3.0,3.1201584615424274,EpsilonGreedy
3.0,4.029574296405621,EpsilonGreedy
3.0,3.1987098967601053,EpsilonGreedy
3.0,3.5359305009569555,EpsilonGreedy
3.0,3.8834175160499673,EpsilonGreedy
3.0,4.326975078227315,EpsilonGreedy
3.0,1.4996974047163247,EpsilonGreedy
3.0,4.120374859694966,EpsilonGreedy
3.0,4.485168126369618,EpsilonGreedy
3.0,2.435312476297451,EpsilonGreedy
3.0,3.939676433552979,EpsilonGreedy
3.0,2.7968024043465336,EpsilonGreedy
3.0,4.049092851805896,EpsilonGreedy
3.0,4.541182380272784,EpsilonGreedy
3.0,2.6915787263789497,EpsilonGreedy
3.0,5.033852630738822,EpsilonGreedy
3.0,3.9085711190018015,EpsilonGreedy
3.0,4.459791297305274,EpsilonGreedy
3.0,3.3517902499289653,EpsilonGreedy
3.0,2.853655266575416,EpsilonGreedy
3.0,2.525083134093144,EpsilonGreedy
3.0,3.7103324024355637,EpsilonGreedy
3.0,2.9258349069476894,EpsilonGreedy
3.0,3.6405440290321023,EpsilonGreedy
3.0,4.755663759044906,EpsilonGreedy
3.0,3.998172534256477,EpsilonGreedy
3.0,4.103747230816191,EpsilonGreedy
3.0,4.946200366041196,EpsilonGreedy
3.0,3.417636788202792,EpsilonGreedy
3.0,5.108187628145316,EpsilonGreedy
3.0,4.5911351591884015,EpsilonGreedy
3.0,4.67237015182938,EpsilonGreedy
3.0,2.6325336248681523,EpsilonGreedy
3.0,3.495503772650421,EpsilonGreedy
3.0,4.643716975477261,EpsilonGreedy
3.0,4.342130581400778,EpsilonGreedy
3.0,2.9912235509811174,EpsilonGreedy
3.0,5.053231745905466,EpsilonGreedy
3.0,4.265437327593612,EpsilonGreedy
3.0,4.228409204236733,EpsilonGreedy
3.0,3.8878796472624573,EpsilonGreedy
3.0,3.7027544170133413,EpsilonGreedy
3.0,4.045777970414262,EpsilonGreedy
3.0,3.4650599400817232,EpsilonGreedy
3.0,4.785694052736892,EpsilonGreedy
3.0,4.093006978391432,EpsilonGreedy
3.0,4.525747711652079,EpsilonGreedy
3.0,4.823401279754743,EpsilonGreedy
3.0,4.5472018428945855,EpsilonGreedy
3.0,4.2492516554514355,EpsilonGreedy
3.0,4.153993363813005,EpsilonGreedy
3.0,1.7435921949878281,EpsilonGreedy
3.0,5.237427943025919,EpsilonGreedy
3.0,4.877986873118728,EpsilonGreedy
3.0,3.036868552050718,EpsilonGreedy
3.0,3.2461912647675177,EpsilonGreedy
3.0,6.012646688306585,EpsilonGreedy
3.0,4.70604468138628,EpsilonGreedy
3.0,2.82847979950338,EpsilonGreedy
3.0,4.136683746383133,EpsilonGreedy
3.0,4.534159889074307,EpsilonGreedy
3.0,2.5702732134653172,EpsilonGreedy
3.0,3.0054078808008406,EpsilonGreedy
3.0,3.7121297134343103,EpsilonGreedy
3.0,3.526693805134223,EpsilonGreedy
3.0,3.3866752544296954,EpsilonGreedy
3.0,4.194733664521379,EpsilonGreedy
3.0,4.651826406658943,EpsilonGreedy
3.0,3.0467851206666405,EpsilonGreedy
3.0,3.4811523372819266,EpsilonGreedy
3.0,5.548342807564435,EpsilonGreedy
3.0,3.0529666029849505,EpsilonGreedy
3.0,5.529420901050537,EpsilonGreedy
3.0,3.055244223925146,EpsilonGreedy
3.0,3.935358240052435,EpsilonGreedy
3.0,4.154197691261014,EpsilonGreedy
3.0,3.2594593667840277,EpsilonGreedy
3.0,4.655073611899073,EpsilonGreedy
3.0,4.225232487747772,EpsilonGreedy
3.0,5.323661483686606,EpsilonGreedy
3.0,3.5294659240692146,EpsilonGreedy
3.0,3.807559189355359,EpsilonGreedy
3.0,3.6483439562897333,EpsilonGreedy
3.0,4.667826313892488,EpsilonGreedy
3.0,3.878685109542143,EpsilonGreedy
3.0,4.8223098297431495,EpsilonGreedy
3.0,3.934535894718311,EpsilonGreedy
3.0,3.479426700647852,EpsilonGreedy
3.0,4.230955651874869,EpsilonGreedy
3.0,5.3324466055408815,EpsilonGreedy
3.0,5.183790887717713,EpsilonGreedy
3.0,5.908404755245908,EpsilonGreedy
3.0,2.039448925193466,EpsilonGreedy
3.0,3.842133748341424,EpsilonGreedy
3.0,4.187912816287767,EpsilonGreedy
3.0,2.4074971929416304,EpsilonGreedy
3.0,2.677797963517356,EpsilonGreedy
3.0,3.5268532434498603,EpsilonGreedy
3.0,5.892183835761683,EpsilonGreedy
3.0,5.859593189501807,EpsilonGreedy
3.0,3.843700918097801,EpsilonGreedy
3.0,3.162067399595715,EpsilonGreedy
3.0,3.901326990945673,EpsilonGreedy
3.0,2.9014352070626614,EpsilonGreedy
3.0,6.126701171733038,EpsilonGreedy
3.0,3.3357296992133736,EpsilonGreedy
3.0,5.053060688591821,EpsilonGreedy
3.0,3.7029400803558543,EpsilonGreedy
3.0,5.480607969162002,EpsilonGreedy
3.0,4.764454372011431,EpsilonGreedy
3.0,3.15035913703303,EpsilonGreedy
3.0,5.188497121982907,EpsilonGreedy
3.0,5.638658490596341,EpsilonGreedy
3.0,5.374558941842825,EpsilonGreedy
3.0,4.226668966838419,EpsilonGreedy
3.0,4.8936860143093,EpsilonGreedy
3.0,3.7317553551499323,EpsilonGreedy
3.0,3.494079699947286,EpsilonGreedy
3.0,3.8123394708414606,EpsilonGreedy
3.0,2.7763113684979634,EpsilonGreedy
3.0,2.9192655652991015,EpsilonGreedy
3.0,3.116043738804153,EpsilonGreedy
3.0,4.93559655342029,EpsilonGreedy
3.0,5.128323963975109,EpsilonGreedy
3.0,3.6434989082904057,EpsilonGreedy
3.0,5.2459215866203674,EpsilonGreedy
3.0,5.054941361255384,EpsilonGreedy
3.0,2.8555818207688395,EpsilonGreedy
3.0,3.5376682227083904,EpsilonGreedy
3.0,3.0342111415436497,EpsilonGreedy
3.0,3.56917661727456,EpsilonGreedy
3.0,4.202542489456404,EpsilonGreedy
3.0,3.7314643828009944,EpsilonGreedy
3.0,4.527398396050231,EpsilonGreedy
3.0,3.883711338557474,EpsilonGreedy
3.0,3.256550129265358,EpsilonGreedy
3.0,3.9902798657838923,EpsilonGreedy
3.0,4.332452806350646,EpsilonGreedy
3.0,2.8061754401757564,EpsilonGreedy
3.0,4.022354750241313,EpsilonGreedy
3.0,4.614754813301488,EpsilonGreedy
3.0,4.890331474016564,EpsilonGreedy
3.0,2.2078822872367265,EpsilonGreedy
3.0,3.0335541166069073,EpsilonGreedy
3.0,3.2372134119318328,EpsilonGreedy
3.0,4.352701180287493,EpsilonGreedy
3.0,4.245446139027771,EpsilonGreedy
3.0,3.9158580382850827,EpsilonGreedy
3.0,3.5723271312198666,EpsilonGreedy
3.0,2.50879868814338,EpsilonGreedy
3.0,3.073638024309333,EpsilonGreedy
3.0,3.750823851046077,EpsilonGreedy
3.0,2.684105262520339,EpsilonGreedy
3.0,5.040575065947715,EpsilonGreedy
3.0,3.934679068803399,EpsilonGreedy
3.0,5.571956083526791,EpsilonGreedy
3.0,5.344874863979275,EpsilonGreedy
3.0,4.109828077210749,EpsilonGreedy
3.0,6.643848311890851,EpsilonGreedy
3.0,4.104292288931032,EpsilonGreedy
3.0,4.499151326274241,EpsilonGreedy
3.0,5.475413841580776,EpsilonGreedy
3.0,2.5470821861697766,EpsilonGreedy
3.0,4.165019296260159,EpsilonGreedy
3.0,3.290142734660606,EpsilonGreedy
3.0,4.542410426402535,EpsilonGreedy
3.0,5.11708150752763,EpsilonGreedy
3.0,4.284313944614184,EpsilonGreedy
3.0,4.963056656515745,EpsilonGreedy
3.0,3.3251135204077955,EpsilonGreedy
3.0,2.7827191945121603,EpsilonGreedy
3.0,5.11600995161138,EpsilonGreedy
3.0,3.6588648753899724,EpsilonGreedy
3.0,3.781407234849284,EpsilonGreedy
3.0,3.208291816081582,EpsilonGreedy
3.0,4.779129750582718,EpsilonGreedy
3.0,4.412268663295731,EpsilonGreedy
3.0,4.297949250393364,EpsilonGreedy
3.0,1.6697211944587838,EpsilonGreedy
3.0,3.9265715598560456,EpsilonGreedy
3.0,4.467730056971617,EpsilonGreedy
3.0,2.8403623034579266,EpsilonGreedy
3.0,5.024411477008413,EpsilonGreedy
3.0,5.194423544167411,EpsilonGreedy
3.0,5.602184926901402,EpsilonGreedy
3.0,4.028907022736168,EpsilonGreedy
3.0,4.56054756308083,EpsilonGreedy
3.0,5.139137042504374,EpsilonGreedy
3.0,3.923329175604552,EpsilonGreedy
3.0,4.254516660605697,EpsilonGreedy
3.0,5.041732507486461,EpsilonGreedy
3.0,6.651482804721317,EpsilonGreedy
3.0,3.4303383165812904,EpsilonGreedy
3.0,2.6550023296736187,EpsilonGreedy
3.0,3.9440356686517233,EpsilonGreedy
3.0,5.504624462119628,EpsilonGreedy
3.0,4.9114621377587335,EpsilonGreedy
3.0,4.858358375923786,EpsilonGreedy
3.0,2.4715694644893995,EpsilonGreedy
3.0,2.7498045911544193,EpsilonGreedy
3.0,4.353494522455674,EpsilonGreedy
3.0,3.143422554053278,EpsilonGreedy
3.0,4.787993452092463,EpsilonGreedy
3.0,3.9149995861237104,EpsilonGreedy
3.0,4.0073535946414145,EpsilonGreedy
3.0,5.472217421043586,EpsilonGreedy
3.0,4.55421572995972,EpsilonGreedy
3.0,5.711795242582455,EpsilonGreedy
3.0,5.180749762279113,EpsilonGreedy
3.0,3.9941950666609647,EpsilonGreedy
3.0,3.9982943649478417,EpsilonGreedy
3.0,4.969728177490313,EpsilonGreedy
3.0,4.878838954883448,EpsilonGreedy
3.0,4.408400010223567,EpsilonGreedy
3.0,2.79006415485523,EpsilonGreedy
3.0,4.508467745542444,EpsilonGreedy
3.0,2.607746124265244,EpsilonGreedy
3.0,4.796591571347322,EpsilonGreedy
3.0,3.8682065219428123,EpsilonGreedy
3.0,3.9998511904796237,EpsilonGreedy
3.0,1.6366383135675369,EpsilonGreedy
3.0,2.3000504042099146,EpsilonGreedy
3.0,4.167513216468705,EpsilonGreedy
3.0,2.308996362265157,EpsilonGreedy
3.0,4.241317733215715,EpsilonGreedy
3.0,2.8355262430558863,EpsilonGreedy
3.0,4.358412066458613,EpsilonGreedy
3.0,4.623369286676374,EpsilonGreedy
3.0,2.9278354390058627,EpsilonGreedy
3.0,2.2139435512526897,EpsilonGreedy
3.0,4.169402343223714,EpsilonGreedy
3.0,2.64057963803503,EpsilonGreedy
3.0,4.9103410477911345,EpsilonGreedy
3.0,2.323105365443852,EpsilonGreedy
3.0,3.2268380798303085,EpsilonGreedy
3.0,5.450063516392022,EpsilonGreedy
3.0,5.027596366910185,EpsilonGreedy
3.0,4.0694412653751275,EpsilonGreedy
3.0,3.215305936604234,EpsilonGreedy
3.0,2.531960672578829,EpsilonGreedy
3.0,5.2366849984525015,EpsilonGreedy
3.0,2.7270669565287564,EpsilonGreedy
3.0,4.000657003006911,EpsilonGreedy
3.0,2.9916562462702245,EpsilonGreedy
3.0,2.587913151896302,EpsilonGreedy
3.0,5.359906244877433,EpsilonGreedy
3.0,5.2018941410582,EpsilonGreedy
3.0,4.676877032240724,EpsilonGreedy
3.0,2.560781875628086,EpsilonGreedy
3.0,4.757807267234377,EpsilonGreedy
3.0,4.054882859732498,EpsilonGreedy
3.0,3.5703694482369,EpsilonGreedy
3.0,2.4135774345803904,EpsilonGreedy
3.0,5.463853159870608,EpsilonGreedy
3.0,6.187077847757175,EpsilonGreedy
3.0,4.957478184035586,EpsilonGreedy
3.0,4.0934527755493155,EpsilonGreedy
3.0,4.927036777867551,EpsilonGreedy
3.0,2.151091328125916,EpsilonGreedy
3.0,5.671546624191958,EpsilonGreedy
3.0,3.5980112011246876,EpsilonGreedy
3.0,4.722243611540698,EpsilonGreedy
3.0,2.299322658844899,EpsilonGreedy
3.0,3.7677046057788024,EpsilonGreedy
3.0,3.9215644182831744,EpsilonGreedy
3.0,4.9327759848147394,EpsilonGreedy
3.0,2.7622254060725284,EpsilonGreedy
3.0,2.5136640756006394,EpsilonGreedy
3.0,4.4511749981304805,EpsilonGreedy
3.0,5.4670170997566006,EpsilonGreedy
3.0,3.8993941860346237,EpsilonGreedy
3.0,3.883469144816437,EpsilonGreedy
3.0,1.7727494177112644,EpsilonGreedy
3.0,3.1571114514788015,EpsilonGreedy
3.0,5.205134809998342,EpsilonGreedy
3.0,4.458145524518065,EpsilonGreedy
3.0,3.816242318967227,EpsilonGreedy
3.0,2.733708387114507,EpsilonGreedy
3.0,5.066557184637794,EpsilonGreedy
3.0,2.5409431719430575,EpsilonGreedy
3.0,3.5113656779234073,EpsilonGreedy
3.0,3.76511080843322,EpsilonGreedy
3.0,4.796824931258182,EpsilonGreedy
3.0,2.782147899931269,EpsilonGreedy
3.0,4.558459428417237,EpsilonGreedy
3.0,4.811980062449337,EpsilonGreedy
3.0,5.99443284365232,EpsilonGreedy
3.0,2.3326828632720913,EpsilonGreedy
3.0,4.004297278578926,EpsilonGreedy
3.0,2.8106371238890677,EpsilonGreedy
3.0,4.050331015671943,EpsilonGreedy
3.0,4.879922346055313,EpsilonGreedy
3.0,4.076777225522639,EpsilonGreedy
3.0,4.638290412944884,EpsilonGreedy
3.0,3.3701187083803776,EpsilonGreedy
3.0,5.286931307550435,EpsilonGreedy
3.0,2.3573347695247846,EpsilonGreedy
3.0,3.2726935763348086,EpsilonGreedy
3.0,4.85117028603494,EpsilonGreedy
3.0,2.5208256217663676,EpsilonGreedy
3.0,3.204510015492936,EpsilonGreedy
3.0,3.3238175359638356,EpsilonGreedy
3.0,4.629279273861159,EpsilonGreedy
3.0,3.756302967149379,EpsilonGreedy
3.0,4.37576497883807,EpsilonGreedy
3.0,4.010388352127488,EpsilonGreedy
3.0,3.8848548298471317,EpsilonGreedy
3.0,5.619007297744722,EpsilonGreedy
3.0,5.440065596992236,EpsilonGreedy
3.0,4.253246805551038,EpsilonGreedy
3.0,4.633257982944676,EpsilonGreedy
3.0,4.3395241385413525,EpsilonGreedy
3.0,3.114442147293622,EpsilonGreedy
3.0,3.364669376864994,EpsilonGreedy
3.0,2.0367441149917496,EpsilonGreedy
3.0,4.090408933812179,EpsilonGreedy
3.0,5.136878968101335,EpsilonGreedy
3.0,3.469235058961105,EpsilonGreedy
3.0,4.400800632005208,EpsilonGreedy
3.0,3.8931646113275353,EpsilonGreedy
3.0,4.980310085654326,EpsilonGreedy
3.0,3.814876270860118,EpsilonGreedy
3.0,5.274594733737279,EpsilonGreedy
3.0,4.142874032036511,EpsilonGreedy
3.0,3.9466354701718593,EpsilonGreedy
3.0,6.271452814585876,EpsilonGreedy
3.0,3.7934111387601823,EpsilonGreedy
3.0,5.416771433438003,EpsilonGreedy
3.0,3.693749203065012,EpsilonGreedy
3.0,5.013851806683699,EpsilonGreedy
3.0,3.1268627765579655,EpsilonGreedy
3.0,4.1493273358201765,EpsilonGreedy
3.0,4.284141443777499,EpsilonGreedy
3.0,5.548876824274776,EpsilonGreedy
3.0,6.331810015573604,EpsilonGreedy
3.0,6.231365372921422,EpsilonGreedy
3.0,2.5400606906795913,EpsilonGreedy
3.0,4.502281399041438,EpsilonGreedy
3.0,3.783100152962454,EpsilonGreedy
3.0,3.299877826082192,EpsilonGreedy
3.0,2.7797531898740484,EpsilonGreedy
3.0,3.399720698002917,EpsilonGreedy
3.0,4.00629383797555,EpsilonGreedy
3.0,5.772325802827221,EpsilonGreedy
3.0,4.668764619261341,EpsilonGreedy
3.0,2.1508395876552013,EpsilonGreedy
3.0,5.849093872486044,EpsilonGreedy
3.0,3.944991166513948,EpsilonGreedy
3.0,4.044012266770273,EpsilonGreedy
3.0,4.010027657128357,EpsilonGreedy
3.0,4.684784587207009,EpsilonGreedy
3.0,3.991569039255885,EpsilonGreedy
3.0,5.2930465280987855,EpsilonGreedy
3.0,3.1197061609600447,EpsilonGreedy
3.0,4.499277855076908,EpsilonGreedy
3.0,5.840752781360574,EpsilonGreedy
3.0,3.312032834906477,EpsilonGreedy
3.0,4.717699554421328,EpsilonGreedy
3.0,2.8442400099999734,EpsilonGreedy
3.0,3.9134129695708246,EpsilonGreedy
3.0,3.2721573235841945,EpsilonGreedy
3.0,3.4769778080069345,EpsilonGreedy
3.0,2.924305922046206,EpsilonGreedy
3.0,4.784038771869112,EpsilonGreedy
3.0,4.037128235014402,EpsilonGreedy
3.0,4.7879947604864235,EpsilonGreedy
3.0,6.157803561915185,EpsilonGreedy
3.0,4.29471399145092,EpsilonGreedy
3.0,4.5909247456487705,EpsilonGreedy
3.0,3.5669050938938907,EpsilonGreedy
3.0,5.125828788556724,EpsilonGreedy
3.0,3.7539813677160065,EpsilonGreedy
3.0,5.704322758903653,EpsilonGreedy
3.0,3.812194807037317,EpsilonGreedy
3.0,5.425778054513667,EpsilonGreedy
3.0,5.942673001518564,EpsilonGreedy
3.0,3.698580569363886,EpsilonGreedy
3.0,5.276294993103749,EpsilonGreedy
3.0,4.188642681803346,EpsilonGreedy
3.0,3.2711565226684804,EpsilonGreedy
3.0,3.847513431471571,EpsilonGreedy
3.0,1.471299518317407,EpsilonGreedy
3.0,4.838076155224245,EpsilonGreedy
3.0,3.0222032074236784,EpsilonGreedy
3.0,4.067110687000593,EpsilonGreedy
3.0,5.97897843839653,EpsilonGreedy
3.0,2.2767275414721864,EpsilonGreedy
3.0,3.5250991995113554,EpsilonGreedy
3.0,3.248605435329372,EpsilonGreedy
3.0,3.3768946302763103,EpsilonGreedy
3.0,4.895770436726984,EpsilonGreedy
3.0,2.2833145145557734,EpsilonGreedy
3.0,4.239007471384181,EpsilonGreedy
3.0,2.380229616468466,EpsilonGreedy
3.0,2.8553652306606594,EpsilonGreedy
3.0,4.483200456293157,EpsilonGreedy
3.0,2.8056060312493214,EpsilonGreedy
3.0,2.655372366568636,EpsilonGreedy
3.0,4.918310023943226,EpsilonGreedy
3.0,5.288614084935838,EpsilonGreedy
3.0,3.8211175420754757,EpsilonGreedy
3.0,3.7734894847929157,EpsilonGreedy
3.0,3.2197373388672847,EpsilonGreedy
3.0,3.564020777701172,EpsilonGreedy
3.0,4.564906292911859,EpsilonGreedy
3.0,4.302975996079294,EpsilonGreedy
3.0,4.510714717436654,EpsilonGreedy
3.0,2.3320888794637646,EpsilonGreedy
3.0,4.400016978202738,EpsilonGreedy
3.0,4.07854200331558,EpsilonGreedy
3.0,5.52865598026302,EpsilonGreedy
3.0,5.439228996057358,EpsilonGreedy
3.0,2.687252878516831,EpsilonGreedy
3.0,2.0579429942991303,EpsilonGreedy
3.0,4.137869019453571,EpsilonGreedy
3.0,5.9130769848347695,EpsilonGreedy
3.0,5.111072040538833,EpsilonGreedy
3.0,2.4387967643107133,EpsilonGreedy
3.0,5.0635145697925354,EpsilonGreedy
3.0,3.917355981483427,EpsilonGreedy
3.0,4.315036794786123,EpsilonGreedy
3.0,2.8077489339475363,EpsilonGreedy
3.0,4.824518042661144,EpsilonGreedy
3.0,4.394695247615518,EpsilonGreedy
3.0,2.7616028353173743,EpsilonGreedy
3.0,2.8034118607168734,EpsilonGreedy
3.0,3.014784888169972,EpsilonGreedy
3.0,3.4764743283872725,EpsilonGreedy
3.0,2.9603996183831436,EpsilonGreedy
3.0,4.0500310981693675,EpsilonGreedy
3.0,5.827058577371744,EpsilonGreedy
3.0,2.935238530080791,EpsilonGreedy
3.0,3.609682276177675,EpsilonGreedy
3.0,1.8086586341913056,EpsilonGreedy
3.0,3.5720980095456376,EpsilonGreedy
3.0,4.71389341106238,EpsilonGreedy
3.0,4.333836726270546,EpsilonGreedy
3.0,4.909033195152663,EpsilonGreedy
3.0,1.6888593084860877,EpsilonGreedy
3.0,1.6747402830891307,EpsilonGreedy
3.0,3.0203928072623523,EpsilonGreedy
3.0,4.6135365534521435,EpsilonGreedy
3.0,3.351295146549691,EpsilonGreedy
3.0,3.8898597225544242,EpsilonGreedy
3.0,5.480560048901657,EpsilonGreedy
3.0,3.738200130315958,EpsilonGreedy
3.0,4.2547976318878655,EpsilonGreedy
3.0,3.7964626459716877,EpsilonGreedy
3.0,3.4185273473295874,EpsilonGreedy
3.0,4.040647290533546,EpsilonGreedy
3.0,3.8118783852375895,EpsilonGreedy
3.0,1.7115281501264632,EpsilonGreedy
3.0,4.392854411725927,EpsilonGreedy
3.0,4.080403930956771,EpsilonGreedy
3.0,3.724111290771621,EpsilonGreedy
3.0,5.005103268389851,EpsilonGreedy
3.0,4.055888998433174,EpsilonGreedy
3.0,4.889966742410687,EpsilonGreedy
3.0,4.330899599797578,EpsilonGreedy
3.0,3.875298834162422,EpsilonGreedy
3.0,4.929903561842071,EpsilonGreedy
3.0,5.327984593917731,EpsilonGreedy
3.0,3.409834380210955,EpsilonGreedy
3.0,2.8017040225198455,EpsilonGreedy
3.0,3.841153018714851,EpsilonGreedy
3.0,3.0839162333479107,EpsilonGreedy
3.0,4.671756710024452,EpsilonGreedy
3.0,3.7788418036529,EpsilonGreedy
3.0,3.721903634957061,EpsilonGreedy
3.0,4.772258184185507,EpsilonGreedy
3.0,3.151984721238836,EpsilonGreedy
3.0,3.6406596651650496,EpsilonGreedy
3.0,5.703856444192068,EpsilonGreedy
3.0,1.6267671197901783,EpsilonGreedy
3.0,3.7848535153366853,EpsilonGreedy
3.0,4.873838440990299,EpsilonGreedy
3.0,5.2833203815322225,EpsilonGreedy
3.0,2.7898507509422155,EpsilonGreedy
3.0,3.951591257544407,EpsilonGreedy
3.0,2.446756742476585,EpsilonGreedy
3.0,4.696686909756452,EpsilonGreedy
3.0,4.548041288078897,EpsilonGreedy
3.0,5.011401458558877,EpsilonGreedy
3.0,5.75028048559123,EpsilonGreedy
3.0,4.489878300609943,EpsilonGreedy
3.0,4.503131918777889,EpsilonGreedy
3.0,3.3252352373739087,EpsilonGreedy
3.0,2.821829356573695,EpsilonGreedy
3.0,4.759690127737528,EpsilonGreedy
3.0,4.578690997421046,EpsilonGreedy
3.0,3.6249811896467934,EpsilonGreedy
3.0,4.291047214087891,EpsilonGreedy
3.0,4.9572322905455986,EpsilonGreedy
3.0,7.167159124866847,EpsilonGreedy
3.0,4.75771967557329,EpsilonGreedy
3.0,2.742164607696827,EpsilonGreedy
3.0,4.4796120578103364,EpsilonGreedy
3.0,3.1878311004866804,EpsilonGreedy
3.0,2.9248315047967717,EpsilonGreedy
3.0,4.399945302553151,EpsilonGreedy
3.0,2.454011119785141,EpsilonGreedy
3.0,3.5970656830344714,EpsilonGreedy
3.0,4.471379922502812,EpsilonGreedy
3.0,4.978836951925202,EpsilonGreedy
3.0,5.164188521669649,EpsilonGreedy
3.0,3.886550414445204,EpsilonGreedy
3.0,3.5128960208100732,EpsilonGreedy
3.0,4.5783967394739875,EpsilonGreedy
3.0,3.5077775536088165,EpsilonGreedy
3.0,3.8206348608698595,EpsilonGreedy
3.0,2.8918409507379166,EpsilonGreedy
3.0,5.569871445608432,EpsilonGreedy
3.0,5.194114654184508,EpsilonGreedy
3.0,2.474150527764803,EpsilonGreedy
3.0,3.900975069760773,EpsilonGreedy
3.0,3.281186326253735,EpsilonGreedy
3.0,2.045143872764857,EpsilonGreedy
3.0,1.3806155860578793,EpsilonGreedy
3.0,4.811342171435187,EpsilonGreedy
3.0,5.428861105780254,EpsilonGreedy
3.0,3.5362528780762528,EpsilonGreedy
3.0,3.599445634362546,EpsilonGreedy
3.0,3.89836372247499,EpsilonGreedy
3.0,4.053693832587124,EpsilonGreedy
3.0,4.5132529396595045,EpsilonGreedy
3.0,5.1830118376533925,EpsilonGreedy
3.0,2.9471154753900746,EpsilonGreedy
3.0,2.653944250283507,EpsilonGreedy
3.0,3.4696320734983592,EpsilonGreedy
3.0,4.071035625685001,EpsilonGreedy
3.0,4.830490841347722,EpsilonGreedy
3.0,5.55006182931454,EpsilonGreedy
3.0,4.265999702129587,EpsilonGreedy
3.0,4.785051266811273,EpsilonGreedy
3.0,2.191311037704083,EpsilonGreedy
3.0,3.124575348747199,EpsilonGreedy
3.0,3.510811147903824,EpsilonGreedy
3.0,3.3030209933794574,EpsilonGreedy
3.0,4.398025762972653,EpsilonGreedy
3.0,2.702549487014321,EpsilonGreedy
3.0,5.840958685452602,EpsilonGreedy
3.0,1.656500268176841,EpsilonGreedy
3.0,2.889663396956192,EpsilonGreedy
3.0,3.019102875831758,EpsilonGreedy
3.0,4.69207962788791,EpsilonGreedy
3.0,3.7393531653318433,EpsilonGreedy
3.0,5.027578368566783,EpsilonGreedy
3.0,3.4552976965716073,EpsilonGreedy
3.0,4.4898672891644855,EpsilonGreedy
3.0,5.196190945141645,EpsilonGreedy
3.0,3.253043820985161,EpsilonGreedy
3.0,4.158909603954116,EpsilonGreedy
3.0,3.0123815018017024,EpsilonGreedy
3.0,3.0604288110205142,EpsilonGreedy
3.0,2.0616876191141174,EpsilonGreedy
3.0,4.42491214236244,EpsilonGreedy
3.0,4.12714181285321,EpsilonGreedy
3.0,4.657987155469391,EpsilonGreedy
3.0,3.565256213684575,EpsilonGreedy
3.0,4.056791125734242,EpsilonGreedy
3.0,3.1858010365329226,EpsilonGreedy
3.0,5.198957646717754,EpsilonGreedy
3.0,3.680573882244382,EpsilonGreedy
3.0,2.405244958258801,EpsilonGreedy
3.0,2.0682799320157317,EpsilonGreedy
3.0,4.329857200062671,EpsilonGreedy
3.0,3.80374832684196,EpsilonGreedy
3.0,3.992364386315032,EpsilonGreedy
3.0,4.402686173802792,EpsilonGreedy
3.0,5.207134898091324,EpsilonGreedy
3.0,4.5167990808728895,EpsilonGreedy
3.0,4.077802957470091,EpsilonGreedy
3.0,3.4300854792337896,EpsilonGreedy
3.0,2.9763642205719294,EpsilonGreedy
3.0,4.571564580538546,EpsilonGreedy
3.0,2.1138813010133455,EpsilonGreedy
3.0,4.419837310253688,EpsilonGreedy
3.0,4.156149064505266,EpsilonGreedy
3.0,3.8195204891414427,EpsilonGreedy
3.0,3.7848471993963027,EpsilonGreedy
3.0,4.15841284619693,EpsilonGreedy
3.0,5.102196020614318,EpsilonGreedy
3.0,3.30445353854867,EpsilonGreedy
3.0,4.533554765241556,EpsilonGreedy
3.0,3.0603649539049194,EpsilonGreedy
3.0,1.7899650269876561,EpsilonGreedy
3.0,6.3074280857518294,EpsilonGreedy
3.0,4.097054607496992,EpsilonGreedy
3.0,2.134052877973849,EpsilonGreedy
3.0,3.5244312165652176,EpsilonGreedy
3.0,2.7973563196566524,EpsilonGreedy
3.0,5.306191510300987,EpsilonGreedy
3.0,3.6888308495791122,EpsilonGreedy
